order_item_id,order_id,product_id,quantity,unit_price
1072,361,19,10,2030.44
1073,361,21,4,7748.89
1074,362,19,4,2030.44
1075,362,15,5,9277.72
1076,363,17,10,4497.85
1077,363,16,9,7830.29
1078,364,42,8,4545.69
1079,364,11,3,4248.35
1080,365,41,1,1285.33
1081,365,17,1,4497.85
1082,365,30,6,4011.52
1083,365,19,7,2030.44
1084,365,12,8,5916.94
1085,366,5,3,3227.55
1086,367,43,3,7612.57
1087,367,23,7,7061.85
1088,367,39,1,8737.52
1089,368,10,4,9854.72
1090,368,47,3,8711.56
1091,369,11,2,4248.35
1092,369,18,5,4834.53
1093,369,15,5,9277.72
1094,370,10,8,9854.72
1095,371,8,6,9732.65
1096,372,13,1,4019.99
1097,372,33,8,8022.6
1098,373,25,9,1700.48
1099,373,26,5,9596.23
1100,373,29,9,7223.95
1101,373,16,1,7830.29
1102,373,2,6,8487.86
1103,374,27,9,6636.48
1104,374,39,8,8737.52
1105,374,39,9,8737.52
1106,374,22,2,9251.68
1107,374,40,3,1228.07
1108,375,40,7,1228.07
1109,376,17,8,4497.85
1110,376,46,4,6884.19
1111,376,26,4,9596.23
1112,376,21,7,7748.89
1113,376,34,3,1158.33
1114,377,42,2,4545.69
1115,377,5,10,3227.55
1116,377,47,4,8711.56
1117,377,19,2,2030.44
1118,377,12,4,5916.94
1119,378,6,1,2250.16
1120,378,9,7,3120.11
1121,379,10,8,9854.72
1122,379,3,8,8580.64
1123,379,6,8,2250.16
1124,379,24,3,8292.89
1125,379,2,7,8487.86
1126,380,27,2,6636.48
1127,380,28,8,3669.61
1128,380,17,7,4497.85
1129,381,24,8,8292.89
1130,381,26,5,9596.23
1131,381,7,1,5234.91
1132,381,15,6,9277.72
1133,381,1,1,4560.04
1134,382,30,7,4011.52
1135,383,38,5,3589.5
1136,383,37,7,6248.8
1137,383,32,4,2351.95
1138,383,38,10,3589.5
1139,384,6,4,2250.16
1140,384,20,1,8483.44
1141,384,28,2,3669.61
1142,384,41,6,1285.33
1143,385,20,6,8483.44
1144,385,30,2,4011.52
1145,385,8,3,9732.65
1146,385,43,5,7612.57
1147,386,49,6,1234.98
1148,386,13,3,4019.99
1149,386,35,3,8485.98
1150,386,50,9,7006.77
1151,387,27,3,6636.48
1152,387,3,6,8580.64
1153,387,39,8,8737.52
1154,387,43,2,7612.57
1155,388,28,4,3669.61
1156,388,31,1,2561.79
1157,389,28,7,3669.61
1158,389,29,6,7223.95
1159,390,28,10,3669.61
1160,390,13,8,4019.99
1161,391,4,6,192.96
1162,391,35,8,8485.98
1163,391,13,4,4019.99
1164,391,12,1,5916.94
1165,391,35,4,8485.98
1166,392,48,3,442.94
1167,392,12,5,5916.94
1168,392,2,7,8487.86
1169,392,39,9,8737.52
1170,393,28,8,3669.61
1171,393,46,4,6884.19
1172,393,47,7,8711.56
1173,394,45,2,3984.13
1174,394,19,4,2030.44
1175,395,32,10,2351.95
1176,395,16,8,7830.29
1177,396,6,10,2250.16
1178,396,48,5,442.94
1179,396,37,4,6248.8
1180,396,23,5,7061.85
1181,396,37,7,6248.8
1182,397,23,10,7061.85
1183,397,5,9,3227.55
1184,397,18,10,4834.53
1185,397,10,7,9854.72
1186,398,2,4,8487.86
1187,398,23,6,7061.85
1188,398,49,3,1234.98
1189,399,30,6,4011.52
1190,399,42,5,4545.69
1191,400,4,4,192.96
1192,401,3,8,8580.64
1193,401,33,9,8022.6
1194,401,28,3,3669.61
1195,401,10,1,9854.72
1196,401,47,10,8711.56
1197,402,37,9,6248.8
1198,402,22,3,9251.68
1199,402,29,4,7223.95
1200,402,45,8,3984.13
1201,402,36,5,2313.67
1202,403,44,1,5779.93
1203,404,47,8,8711.56
1204,404,9,1,3120.11
1205,404,48,3,442.94
1206,404,17,8,4497.85
1207,405,48,8,442.94
1208,405,44,7,5779.93
1209,405,32,2,2351.95
1210,405,47,3,8711.56
1211,406,13,4,4019.99
1212,406,40,9,1228.07
1213,407,43,4,7612.57
1214,407,30,4,4011.52
1215,407,34,5,1158.33
1216,407,22,3,9251.68
1217,408,2,2,8487.86
1218,409,5,7,3227.55
1219,409,26,2,9596.23
1220,409,8,5,9732.65
1221,409,15,6,9277.72
1222,409,50,8,7006.77
1223,410,16,1,7830.29
1224,411,36,1,2313.67
1225,412,33,7,8022.6
1226,412,46,6,6884.19
1227,412,36,7,2313.67
1228,412,48,1,442.94
1229,412,47,7,8711.56
1230,413,21,7,7748.89
1231,413,7,7,5234.91
1232,414,39,5,8737.52
1233,414,45,2,3984.13
1234,414,26,5,9596.23
1235,414,37,5,6248.8
1236,415,35,6,8485.98
1237,415,26,2,9596.23
1238,415,13,9,4019.99
1239,416,11,4,4248.35
1240,416,13,2,4019.99
1241,416,31,10,2561.79
1242,416,18,7,4834.53
1243,416,36,10,2313.67
1244,417,49,6,1234.98
1245,417,35,1,8485.98
1246,417,11,7,4248.35
1247,417,15,4,9277.72
1248,417,41,10,1285.33
1249,418,21,8,7748.89
1250,418,4,2,192.96
1251,418,46,8,6884.19
1252,418,42,5,4545.69
1253,418,40,8,1228.07
1254,419,29,3,7223.95
1255,419,38,5,3589.5
1256,419,19,9,2030.44
1257,419,34,10,1158.33
1258,420,39,6,8737.52
1259,421,46,5,6884.19
1260,421,23,5,7061.85
1261,421,37,5,6248.8
1262,422,44,10,5779.93
1263,422,50,4,7006.77
1264,422,39,1,8737.52
1265,422,30,8,4011.52
1266,423,39,9,8737.52
1267,423,37,9,6248.8
1268,423,37,7,6248.8
1269,424,29,3,7223.95
1270,424,12,10,5916.94
1271,424,18,4,4834.53
1272,424,39,6,8737.52
1273,425,34,6,1158.33
1274,426,42,8,4545.69
1275,426,5,2,3227.55
1276,426,27,6,6636.48
1277,427,12,9,5916.94
1278,427,28,5,3669.61
1279,427,35,7,8485.98
1280,427,15,10,9277.72
1281,427,33,6,8022.6
1282,428,38,10,3589.5
1283,428,33,6,8022.6
1284,428,15,2,9277.72
1285,428,20,9,8483.44
1286,428,28,2,3669.61
1287,429,49,6,1234.98
1288,429,22,3,9251.68
1289,429,22,8,9251.68
1290,429,29,3,7223.95
1291,429,32,6,2351.95
1292,430,16,10,7830.29
1293,430,46,2,6884.19
1294,430,15,2,9277.72
1295,431,46,7,6884.19
1296,431,13,7,4019.99
1297,432,23,9,7061.85
1298,432,49,10,1234.98
1299,432,27,10,6636.48
1300,433,38,8,3589.5
1301,433,6,6,2250.16
1302,434,10,5,9854.72
1303,434,46,8,6884.19
1304,435,37,6,6248.8
1305,435,12,3,5916.94
1306,435,11,9,4248.35
1307,436,13,9,4019.99
1308,436,7,10,5234.91
1309,436,16,6,7830.29
1310,437,42,8,4545.69
1311,437,38,2,3589.5
1312,437,45,5,3984.13
1313,437,46,6,6884.19
1314,438,24,10,8292.89
1315,438,9,8,3120.11
1316,439,49,4,1234.98
1317,439,46,7,6884.19
1318,439,4,7,192.96
1319,439,45,7,3984.13
1320,440,32,3,2351.95
1321,440,28,2,3669.61
1322,440,21,8,7748.89
1323,441,27,1,6636.48
1324,441,32,2,2351.95
1325,441,37,10,6248.8
1326,442,49,5,1234.98
1327,442,46,8,6884.19
1328,442,14,1,7584.21
1329,442,19,2,2030.44
1330,442,7,4,5234.91
1331,443,46,7,6884.19
1332,443,11,2,4248.35
1333,443,37,8,6248.8
1334,443,44,3,5779.93
1335,444,6,8,2250.16
1336,444,17,8,4497.85
1337,445,5,7,3227.55
1338,445,40,7,1228.07
1339,445,24,4,8292.89
1340,446,27,8,6636.48
1341,447,4,6,192.96
1342,447,27,10,6636.48
1343,447,31,4,2561.79
1344,448,7,8,5234.91
1345,448,27,8,6636.48
1346,449,24,5,8292.89
1347,449,38,9,3589.5
1348,449,37,2,6248.8
1349,449,41,10,1285.33
1350,449,27,4,6636.48
1351,450,28,4,3669.61
1352,450,29,1,7223.95
1353,450,49,4,1234.98
1354,450,12,1,5916.94
1355,450,14,3,7584.21
1356,451,25,6,1700.48
1357,452,2,1,8487.86
1358,452,36,2,2313.67
1359,452,33,7,8022.6
1360,452,45,3,3984.13
1361,452,47,7,8711.56
1362,453,22,9,9251.68
1363,453,13,5,4019.99
1364,453,39,8,8737.52
1365,454,36,6,2313.67
1366,455,49,1,1234.98
1367,455,25,1,1700.48
1368,456,34,4,1158.33
1369,456,12,8,5916.94
1370,457,9,5,3120.11
1371,457,40,1,1228.07
1372,458,25,7,1700.48
1373,458,31,10,2561.79
1374,458,34,5,1158.33
1375,458,29,7,7223.95
1376,458,12,10,5916.94
1377,459,22,2,9251.68
1378,459,19,2,2030.44
1379,459,42,8,4545.69
1380,459,26,7,9596.23
1381,460,40,9,1228.07
1382,460,28,5,3669.61
1383,460,12,8,5916.94
1384,460,50,5,7006.77
1385,460,27,5,6636.48
1386,461,31,7,2561.79
1387,461,42,10,4545.69
1388,461,50,3,7006.77
1389,462,43,7,7612.57
1390,462,1,7,4560.04
1391,462,12,5,5916.94
1392,462,29,5,7223.95
1393,463,37,10,6248.8
1394,463,7,2,5234.91
1395,463,44,10,5779.93
1396,463,21,2,7748.89
1397,464,6,4,2250.16
1398,464,10,2,9854.72
1399,464,26,5,9596.23
1400,464,45,1,3984.13
1401,465,23,7,7061.85
1402,465,50,9,7006.77
1403,465,4,10,192.96
1404,465,49,8,1234.98
1405,466,21,6,7748.89
1406,466,15,3,9277.72
1407,467,12,5,5916.94
1408,467,21,6,7748.89
1409,467,19,7,2030.44
1410,467,12,10,5916.94
1411,467,1,6,4560.04
1412,468,41,4,1285.33
1413,469,23,10,7061.85
1414,469,37,9,6248.8
1415,469,49,7,1234.98
1416,470,4,7,192.96
1417,470,41,10,1285.33
1418,471,47,10,8711.56
1419,471,20,3,8483.44
1420,471,39,5,8737.52
1421,471,11,8,4248.35
1422,472,22,7,9251.68
1423,472,8,7,9732.65
1424,472,39,7,8737.52
1425,472,4,7,192.96
1426,473,35,8,8485.98
1427,473,46,3,6884.19
1428,473,30,9,4011.52
1429,473,19,1,2030.44
1430,474,10,1,9854.72
1431,474,17,5,4497.85
1432,474,4,3,192.96
1433,474,29,2,7223.95
1434,475,1,4,4560.04
1435,475,18,6,4834.53
1436,475,11,9,4248.35
1437,475,1,10,4560.04
1438,475,25,10,1700.48
1439,476,3,5,8580.64
1440,476,19,4,2030.44
1441,476,37,9,6248.8
1442,476,35,4,8485.98
1443,477,31,6,2561.79
1444,477,26,3,9596.23
1445,477,33,4,8022.6
1446,477,50,9,7006.77
1447,478,10,9,9854.72
1448,478,14,3,7584.21
1449,478,45,5,3984.13
1450,479,12,4,5916.94
1451,479,18,2,4834.53
1452,479,15,8,9277.72
1453,479,28,10,3669.61
1454,480,47,9,8711.56
1455,480,47,1,8711.56
1456,481,45,8,3984.13
1457,481,40,8,1228.07
1458,481,31,3,2561.79
1459,481,8,10,9732.65
1460,482,24,7,8292.89
1461,482,25,1,1700.48
1462,482,16,4,7830.29
1463,483,50,4,7006.77
1464,483,6,8,2250.16
1465,484,47,9,8711.56
1466,484,8,2,9732.65
1467,484,41,2,1285.33
1468,484,14,1,7584.21
1469,484,22,5,9251.68
1470,485,29,9,7223.95
1471,485,49,1,1234.98
1472,485,7,9,5234.91
1473,486,37,1,6248.8
1474,486,1,10,4560.04
1475,486,41,10,1285.33
1476,486,46,5,6884.19
1477,487,19,2,2030.44
1478,488,46,2,6884.19
1479,488,4,2,192.96
1480,489,21,6,7748.89
1481,489,14,10,7584.21
1482,489,17,5,4497.85
1483,489,5,4,3227.55
1484,490,48,6,442.94
1485,490,40,9,1228.07
1486,491,42,4,4545.69
1487,491,28,1,3669.61
1488,492,39,4,8737.52
1489,492,17,6,4497.85
1490,493,50,5,7006.77
1491,493,1,7,4560.04
1492,494,43,1,7612.57
1493,494,41,6,1285.33
1494,494,22,3,9251.68
1495,495,13,7,4019.99
1496,496,11,4,4248.35
1497,496,49,10,1234.98
1498,497,35,7,8485.98
1499,497,24,10,8292.89
1500,498,28,6,3669.61
1501,499,32,7,2351.95
1502,499,10,6,9854.72
1503,499,45,10,3984.13
1504,499,35,7,8485.98
1505,499,9,3,3120.11
1506,500,50,10,7006.77
1507,500,29,6,7223.95
1508,500,50,8,7006.77
1509,500,33,5,8022.6
1510,500,21,2,7748.89
